label,session,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
fist,c,0.4745303392410278,0.6962152719497681,-1.20986371143772e-07,0.4188356697559356,0.7014821171760559,-0.0291664935648441,0.3611979186534881,0.6412228941917419,-0.0427476540207862,0.3534319996833801,0.5694791674613953,-0.0539818443357944,0.3756283819675445,0.511616051197052,-0.061655156314373,0.3612063825130462,0.5589327812194824,-0.0195306465029716,0.3442050218582153,0.5309736132621765,-0.058387104421854,0.3645181655883789,0.546631395816803,-0.0814206674695015,0.3827987313270569,0.5396129488945007,-0.0936553478240966,0.3995818793773651,0.5337573289871216,-0.0207717325538396,0.3891661465167999,0.4937296509742737,-0.0586029402911663,0.4040330350399017,0.5439209342002869,-0.0650018006563186,0.4120602309703827,0.5540919899940491,-0.0610466264188289,0.442087858915329,0.5275256633758545,-0.0287126395851373,0.4359416961669922,0.497886449098587,-0.0653357729315757,0.4432752728462219,0.5616582632064819,-0.0534842908382415,0.4451171457767486,0.5782290101051331,-0.0371266305446624,0.4852463603019714,0.5321730971336365,-0.0397226437926292,0.4771530628204345,0.5232396721839905,-0.0620655789971351,0.4777739346027374,0.575874388217926,-0.0518351681530475,0.4791589081287384,0.5897242426872253,-0.038848590105772
fist,c,0.3916903734207153,0.6777254343032837,-1.879805182625205e-07,0.397089809179306,0.7439984083175659,-0.0499987341463565,0.395091712474823,0.8050984144210815,-0.087250992655754,0.4089405834674835,0.7882691025733948,-0.1168102025985717,0.4128650724887848,0.7147036194801331,-0.1396141648292541,0.2704775035381317,0.7617589235305786,-0.0726495534181594,0.3487060666084289,0.7974509000778198,-0.1114507690072059,0.3683891594409942,0.7950563430786133,-0.1307668834924698,0.3507634699344635,0.7812350988388062,-0.1427443027496338,0.2695815861225128,0.6891164779663086,-0.0659436658024787,0.385527104139328,0.7189333438873291,-0.1005641594529151,0.3937166333198547,0.727232813835144,-0.1050790846347808,0.3603634834289551,0.7231981158256531,-0.1055048182606697,0.2894171476364136,0.6249198317527771,-0.0637873038649559,0.3939365446567535,0.6588497757911682,-0.090973824262619,0.3928567171096802,0.6725009083747864,-0.0750919952988624,0.3604002892971039,0.673042356967926,-0.0604674741625785,0.3197697401046753,0.5747288465499878,-0.068092830479145,0.3971355557441711,0.6054688692092896,-0.0918387845158577,0.3956440091133117,0.6182754635810852,-0.087920106947422,0.3678815364837646,0.6164564490318298,-0.0785141661763191
fist,c,0.4819750785827636,0.6634003520011902,-3.193748341345781e-07,0.429282009601593,0.6654241681098938,-0.0230486243963241,0.3808849453926086,0.6465131640434265,-0.0365780778229236,0.3484324812889099,0.6361093521118164,-0.0469090305268764,0.3197536170482635,0.6414598822593689,-0.0525573268532753,0.3658843338489532,0.5391937494277954,-0.0254946164786815,0.3593804240226745,0.6159969568252563,-0.0527204610407352,0.3689095377922058,0.6329200863838196,-0.0703289732336998,0.3697513937950134,0.6169881820678711,-0.0803851634263992,0.4067446589469909,0.5219871997833252,-0.0266032759100198,0.4076873064041137,0.6319889426231384,-0.0467560999095439,0.4148339629173279,0.6328941583633423,-0.049819465726614,0.4110108315944671,0.6032730937004089,-0.050143577158451,0.4519392848014831,0.5263849496841431,-0.0316623002290725,0.4521288871765136,0.6330369710922241,-0.0491111017763614,0.4552735686302185,0.6344756484031677,-0.0388123951852321,0.4517656564712524,0.606652557849884,-0.0292113069444894,0.4953959882259369,0.5423703789710999,-0.0404599905014038,0.4917152225971222,0.6257101893424988,-0.054473403841257,0.4895485341548919,0.6285483837127686,-0.0503117814660072,0.4862307906150818,0.6032820343971252,-0.0430740304291248
fist,c,0.4897694587707519,0.5723308324813843,-4.064633003508789e-07,0.4198969006538391,0.6068055033683777,-0.012091769836843,0.3563394844532013,0.6270976066589355,-0.0314639434218406,0.3182263672351837,0.6594563722610474,-0.0504857040941715,0.2876872718334198,0.6941538453102112,-0.0721551999449729,0.3448240756988525,0.5547100305557251,-0.0632921755313873,0.3038978278636932,0.6248595714569092,-0.1006024181842804,0.3039609789848327,0.6933720111846924,-0.1214999854564666,0.310430109500885,0.747270941734314,-0.1338341385126114,0.3836687505245209,0.5466457605361938,-0.0777556598186492,0.3401986360549927,0.6251733303070068,-0.1122965440154075,0.3325175344944,0.7011432647705078,-0.1241035386919975,0.3332351148128509,0.7522784471511841,-0.1330265253782272,0.4318636357784271,0.5535378456115723,-0.0919947773218154,0.3921896815299988,0.6299113035202026,-0.1242682263255119,0.3903814554214477,0.6810545921325684,-0.1240818426012992,0.3935606181621551,0.7060983180999756,-0.1227878108620643,0.4798493683338165,0.5697910785675049,-0.1060379892587661,0.4495837092399597,0.6368451714515686,-0.1349129974842071,0.4377290308475494,0.6746188998222351,-0.1350138336420059,0.4330640137195587,0.6920861005783081,-0.1324805319309234
fist,c,0.4564790427684784,0.6879439353942871,-2.484211449882423e-07,0.4064984619617462,0.7097776532173157,-0.0449519120156765,0.3575518429279327,0.7139415740966797,-0.0769547149538993,0.3382284641265869,0.7036798000335693,-0.1030728295445442,0.3701316118240356,0.6653856635093689,-0.1228830143809318,0.3199947774410248,0.5386941432952881,-0.0405911616981029,0.3207399249076843,0.6235297322273254,-0.0751445293426513,0.3407593369483948,0.6575536131858826,-0.0963860675692558,0.3452897369861603,0.6383712887763977,-0.1094487830996513,0.3625242114067077,0.5160998702049255,-0.0355466306209564,0.3661106526851654,0.6070472002029419,-0.0651204884052276,0.3810328245162964,0.6397213935852051,-0.0720171183347702,0.3800003826618194,0.6170332431793213,-0.0733667314052581,0.4088087975978851,0.5140277147293091,-0.0365913063287735,0.4114364087581634,0.5931422710418701,-0.0617751777172088,0.419568657875061,0.6241369247436523,-0.0527849532663822,0.4192986786365509,0.604848325252533,-0.0426819957792758,0.4536113440990448,0.5255398154258728,-0.0431539714336395,0.4555224478244781,0.5789315700531006,-0.0556248240172863,0.4574748277664184,0.608197033405304,-0.048377625644207,0.4574023187160492,0.5995988845825195,-0.0392540283501148
fist,c,0.4801362752914428,0.6921418905258179,-3.145747768940055e-07,0.4355777204036712,0.7243422865867615,-0.0070255124010145,0.3772221803665161,0.7230916619300842,-0.0090493988245725,0.3459459543228149,0.688923716545105,-0.0139331594109535,0.3432610929012298,0.6500297784805298,-0.017442412674427,0.3609571456909179,0.6653563976287842,0.0120212053880095,0.3273195028305053,0.6521259546279907,-0.009003777988255,0.3346829712390899,0.6746286153793335,-0.0221878606826066,0.348048448562622,0.687413215637207,-0.0276874173432588,0.3765903115272522,0.6342958807945251,0.0055201607756316,0.3414890766143799,0.618658721446991,-0.014845635741949,0.358927309513092,0.6572624444961548,-0.0198658555746078,0.3750787079334259,0.6657437086105347,-0.0163626205176115,0.4000135362148285,0.6085666418075562,-0.0052728783339262,0.3665135502815246,0.5964671969413757,-0.0276982598006725,0.3892612159252167,0.639711320400238,-0.0212676227092742,0.4065329432487488,0.6477470993995667,-0.0095383403822779,0.430768072605133,0.5866307020187378,-0.017032453790307,0.4015463292598724,0.5919668078422546,-0.0302645415067672,0.4165286123752594,0.625152587890625,-0.0219525005668401,0.4306671619415283,0.62978595495224,-0.0113433618098497
fist,c,0.4072429239749908,0.7796439528465271,-4.80094797694619e-07,0.3610467910766601,0.6701557040214539,-0.0033512776717543,0.3459325134754181,0.5847930312156677,-0.0196989737451076,0.3366416990756988,0.5268843770027161,-0.0400368236005306,0.3545523881912231,0.4932026863098144,-0.0551866516470909,0.4694497883319855,0.5110119581222534,0.0026813936419785,0.3870735764503479,0.4718185663223266,-0.0249010268598794,0.3769696652889251,0.5323441624641418,-0.0448564253747463,0.3992409706115722,0.5512477159500122,-0.0583707205951213,0.4888537526130676,0.5334879755973816,-0.0121413320302963,0.3817455470561981,0.4960765838623047,-0.039102554321289,0.3762186765670776,0.5546697378158569,-0.0453912690281868,0.4031317830085754,0.5731717944145203,-0.0477088801562786,0.48726487159729,0.5678008794784546,-0.030348228290677,0.3844600617885589,0.53125,-0.0499354191124439,0.377225786447525,0.5854177474975586,-0.0387944988906383,0.4031474590301513,0.6037801504135132,-0.030717846006155,0.4691449999809265,0.6052553653717041,-0.0507250167429447,0.3850748836994171,0.5809120535850525,-0.0643136128783226,0.3815136253833771,0.6187829971313477,-0.0589627139270305,0.4052240252494812,0.6375365257263184,-0.0523852705955505
fist,c,0.4622817635536194,0.5855963230133057,-2.621617056774994e-07,0.4148999154567718,0.5780426263809204,-0.0130555275827646,0.3705253005027771,0.5413873195648193,-0.0191649943590164,0.3619246184825897,0.4882053136825561,-0.0265226066112518,0.3878303468227386,0.4553912878036499,-0.0311509724706411,0.3877387344837188,0.4829116761684418,0.0032160354312509,0.3708034753799438,0.4530308842658996,-0.017173558473587,0.3760374784469604,0.4868884086608886,-0.0277672689408063,0.3844463229179382,0.4973590970039367,-0.032638780772686,0.4137499034404754,0.4714073538780212,0.000199659334612,0.3972808122634887,0.4436077177524566,-0.0195324290543794,0.4004404544830322,0.4890603125095367,-0.0217692647129297,0.4100055992603302,0.4970702826976776,-0.0178093388676643,0.4407558739185333,0.4695444405078888,-0.0075741377659142,0.4250134825706482,0.4457198083400726,-0.0278632398694753,0.4237887859344482,0.4922190010547638,-0.0215388927608728,0.4303590953350067,0.5023239254951477,-0.0113294282928109,0.4708651006221771,0.4728803336620331,-0.0169887449592351,0.4515251219272613,0.4631554186344147,-0.0271519795060157,0.4462915360927582,0.4975205361843109,-0.0206642597913742,0.450566828250885,0.5087975263595581,-0.0125517966225743
fist,c,0.5213892459869385,0.5982533693313599,-4.902741679302381e-08,0.4789292514324188,0.6123318076133728,-0.0183910671621561,0.4461699426174164,0.6263782382011414,-0.0378814041614532,0.4293824732303619,0.6502862572669983,-0.0550566725432872,0.4280866980552673,0.6724863648414612,-0.0702332705259323,0.4165041446685791,0.5319852232933044,-0.0374705716967582,0.4026262164115906,0.6176440119743347,-0.0612553134560585,0.4194132685661316,0.6229768395423889,-0.0754045397043228,0.4258522391319275,0.5994397401809692,-0.0840023979544639,0.4505858421325683,0.5236787796020508,-0.041563231498003,0.4390919506549835,0.6257333159446716,-0.0606251955032348,0.4528379142284393,0.6221532225608826,-0.0651001781225204,0.4549452662467956,0.5945751667022705,-0.0682039707899093,0.48973149061203,0.532688558101654,-0.0472675152122974,0.4781282544136047,0.6261879205703735,-0.0616202093660831,0.4854431450366974,0.6191089749336243,-0.0555866919457912,0.4869149327278137,0.5918556451797485,-0.0508402101695537,0.5268725156784058,0.550142228603363,-0.0551637150347232,0.5147781372070312,0.6158310770988464,-0.0642619505524635,0.5157393217086792,0.6088292598724365,-0.0596069730818271,0.5165284872055054,0.5842362642288208,-0.0545258186757564
fist,c,0.4524474740028381,0.6174560785293579,-4.053198949804937e-07,0.4129016697406769,0.6171543002128601,-0.0203908141702413,0.3663501739501953,0.5878548622131348,-0.0307878125458955,0.3591299653053283,0.5498989224433899,-0.0395447313785553,0.3908898830413818,0.5350525975227356,-0.0429777055978775,0.3745986223220825,0.4739250838756561,-0.0078306468203663,0.3694593012332916,0.4956130385398865,-0.0319472439587116,0.3756301999092102,0.5411474704742432,-0.044522438198328,0.3776379525661468,0.5380905866622925,-0.0520338341593742,0.406698077917099,0.4595953822135925,-0.009218007326126,0.4008166491985321,0.4985183179378509,-0.0339582785964012,0.4035748541355133,0.5464840531349182,-0.0362370647490024,0.4042885899543762,0.5374460220336914,-0.0325497314333915,0.4385638535022735,0.4631418585777282,-0.0158429574221372,0.4345968961715698,0.5128694176673889,-0.0373105593025684,0.4333268702030182,0.554641842842102,-0.0297967419028282,0.4315522015094757,0.5434586405754089,-0.0202357769012451,0.469930499792099,0.4764946103096008,-0.025752518326044,0.4647145271301269,0.5210868716239929,-0.0375876799225807,0.4617563784122467,0.5506485104560852,-0.0347452908754348,0.4599934220314026,0.5424359440803528,-0.0294483676552772
